Name,ID,Gender,Age,Country,Genres,Popularity,Followers,URI
Soso Maness,0oeiA5U9u1U45Gos5cywUU,male,0,,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",57,573012,spotify:artist:0oeiA5U9u1U45Gos5cywUU
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,male,25,,"['uk contemporary r&b', 'uk pop']",57,160201,spotify:artist:6Gk5hoM7eW8NSCYhICMDHw
Vou pro Sereno,6LWehyU6oi1UVgwp2PhVEZ,mixed,4,,"['pagode', 'pagode novo', 'samba moderno']",57,343454,spotify:artist:6LWehyU6oi1UVgwp2PhVEZ
Predella,3lMQtpA4i6FrIe6DmDfDVa,mixed,20,,['boom bap brasileiro'],45,23014,spotify:artist:3lMQtpA4i6FrIe6DmDfDVa
J Alvarez,6XFITTl7cFTdopDY3lUdlY,male,36,PR,"['reggaeton', 'urbano latino']",66,5465335,spotify:artist:6XFITTl7cFTdopDY3lUdlY
Sandra Lyng,6OS2jyNVjuVsvA63jsw3Rf,,16,,['norwegian pop'],46,44798,spotify:artist:6OS2jyNVjuVsvA63jsw3Rf
Lasso,3SCOuAxngTC1yGjKMcIPEd,,0,VE,['pop venezolano'],65,711626,spotify:artist:3SCOuAxngTC1yGjKMcIPEd
Kaija Koo,60UkyJpgRSEUtcVTasRFEq,female,57,FI,"['classic iskelma', 'finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']",44,155988,spotify:artist:60UkyJpgRSEUtcVTasRFEq
Ranbir Kapoor,37IHSwzDKNSluvUgmWhOKZ,male,37,IN,['modern bollywood'],26,278538,spotify:artist:37IHSwzDKNSluvUgmWhOKZ
RHODES,07FfkbljNIdl45Ijlh1aXS,male,0,,"['indie anthem-folk', 'uk pop']",52,120346,spotify:artist:07FfkbljNIdl45Ijlh1aXS
Pastor Mike Jr.,1aNtFg4D7HdF8jOppyKpUS,mixed,18,ID,[],43,49887,spotify:artist:1aNtFg4D7HdF8jOppyKpUS
Dat Boi Dee,3wDn3kW2zDRLnaQAnX0S3x,male,0,US,['rap napoletano'],46,24764,spotify:artist:3wDn3kW2zDRLnaQAnX0S3x
Anushka Sharma,3iYTlUgfi4YLeUWKjbV9Nl,female,32,IN,[],19,54625,spotify:artist:3iYTlUgfi4YLeUWKjbV9Nl
Agus Padilla,2qmA5QmaGZH3ky4qq25d1m,female,18,UY,['cumbia pop'],50,153418,spotify:artist:2qmA5QmaGZH3ky4qq25d1m
TEDE,38iqZSGa2pvToKrMISU8g1,male,44,PL,['polish hip hop'],48,101195,spotify:artist:38iqZSGa2pvToKrMISU8g1
Ruanzinho,3F6YQLCVjGIS7MHQnFOd61,male,0,BR,"['batidao romantico', 'brega funk', 'brega romantico', 'funk carioca']",31,78190,spotify:artist:3F6YQLCVjGIS7MHQnFOd61
Dany Bala,4cQ6t2SYfuOGQmyeXZQSkg,mixed,0,,['brega funk'],33,9537,spotify:artist:4cQ6t2SYfuOGQmyeXZQSkg
Letto,2vRToyl7mxoVbwwSsRBXAM,mixed,16,ID,"['indonesian pop', 'indonesian pop rock']",55,973206,spotify:artist:2vRToyl7mxoVbwwSsRBXAM
Berkay,5juVQV1lGuA4o5IrLwpZar,,0,,['turkish pop'],47,592514,spotify:artist:5juVQV1lGuA4o5IrLwpZar
Bispo,3LZCMaZWwvhYyQeEfWgVdY,male,27,,['hip hop tuga'],53,269150,spotify:artist:3LZCMaZWwvhYyQeEfWgVdY
GLOWINTHEDARK,2gLZZdgHD8ZbSAB2qQkr3P,mixed,0,,"['dutch house', 'dutch rap pop']",42,20131,spotify:artist:2gLZZdgHD8ZbSAB2qQkr3P
Rat City,6VSMAVF00xwG8Adoqnbqy6,mixed,0,NO,['scandipop'],37,12087,spotify:artist:6VSMAVF00xwG8Adoqnbqy6
White Gold,79KQgTCu4wV38ECYKn62DZ,mixed,0,,[],47,3491,spotify:artist:79KQgTCu4wV38ECYKn62DZ
J-Me,5IteYiflx2jIgOJtM9fydv,male,35,GB,"['burmese pop', 'myanmar hip hop']",15,6692,spotify:artist:5IteYiflx2jIgOJtM9fydv
Teoman,40KlwpvpKEQtZTJgbml8lT,male,52,TR,['turkish rock'],63,2284353,spotify:artist:40KlwpvpKEQtZTJgbml8lT
Sokrat St,7ouCgJkxRBIJljUiQVJK65,male,0,TR,['turkish hip hop'],47,328596,spotify:artist:7ouCgJkxRBIJljUiQVJK65
Sin Boy,6WP5LSNdr1E55tl6USzhVB,male,0,DE,"['greek hip hop', 'greek trap']",49,258574,spotify:artist:6WP5LSNdr1E55tl6USzhVB
Cyril aka Aaron Hilmer,7wRBCd3OJhFcjFn5HDGrPa,male,0,DE,['german pop'],41,5184,spotify:artist:7wRBCd3OJhFcjFn5HDGrPa
Capital T,6YGhVeajpGcixgdaTfakUL,male,29,XK,"['albanian hip hop', 'albanian pop', 'kosovan pop']",48,216858,spotify:artist:6YGhVeajpGcixgdaTfakUL
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,mixed,14,US,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",74,3527626,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ
Elana Dara,4wh03gpwWgB5koOyZr8XxB,,0,,"['musica paranaense', 'pop nacional']",45,76925,spotify:artist:4wh03gpwWgB5koOyZr8XxB
Tristan Salvati,3pHPYLcX7bnOWcMpyBch1D,male,0,,[],38,261,spotify:artist:3pHPYLcX7bnOWcMpyBch1D
DJ Maff,5CKb0P2vvpC9JD7wjB80gu,,0,,[],35,1016,spotify:artist:5CKb0P2vvpC9JD7wjB80gu
Whales,5zId1SmYy46E9v2KQsSTFR,,0,,"['dubstep', 'gaming edm']",51,39705,spotify:artist:5zId1SmYy46E9v2KQsSTFR
Three Man Down,1qAOsY7jv9GFTv4HoVof5P,mixed,24,US,"['thai indie pop', 'thai pop']",60,1646085,spotify:artist:1qAOsY7jv9GFTv4HoVof5P
Đen,1LEtM3AleYg1xabW6CRkpi,male,0,,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']",58,3720346,spotify:artist:1LEtM3AleYg1xabW6CRkpi
F.O.O.L,1ldNdtZX38LAsOk0ciLvb2,mixed,0,SE,"['complextro', 'dark clubbing', 'electro trash']",46,78186,spotify:artist:1ldNdtZX38LAsOk0ciLvb2
LiSA,0blbVefuxOGltDBa00dspv,female,33,JP,"['anime', 'anime rock', 'j-pixie', 'j-pop']",66,3037909,spotify:artist:0blbVefuxOGltDBa00dspv
Symba,06S3fr7xEES7e3QPXhu3ay,mixed,0,,[],42,82062,spotify:artist:06S3fr7xEES7e3QPXhu3ay
O.C. Dawgs,00xU4wfephkJrjwJPDvfkf,male,0,PH,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",50,841235,spotify:artist:00xU4wfephkJrjwJPDvfkf
Kerstin Ott,1F30RWETubxDmbyfxeVPg7,female,38,DE,"['german pop', 'schlager']",54,685854,spotify:artist:1F30RWETubxDmbyfxeVPg7
.Feast,7Gy1PxqrgsiqWF6JNYPHeB,mixed,8,,['indonesian indie'],53,544749,spotify:artist:7Gy1PxqrgsiqWF6JNYPHeB
Nabález,64J3ISAKbfg1CuP4CVCMlF,male,0,CO,['colombian pop'],48,29242,spotify:artist:64J3ISAKbfg1CuP4CVCMlF
Bag Raiders,6fXEqmGQEt6ONuqVmwrN46,mixed,14,AU,"['alternative dance', 'australian dance', 'indietronica']",50,226458,spotify:artist:6fXEqmGQEt6ONuqVmwrN46
Lily Allen,13saZpZnCDWOI9D4IJhp1f,female,35,GB,"['dance pop', 'electropop']",65,2027961,spotify:artist:13saZpZnCDWOI9D4IJhp1f
Diodato,2QWrpLRDeBD1NwWAsytBRi,male,38,IT,"['italian adult pop', 'italian pop']",44,151019,spotify:artist:2QWrpLRDeBD1NwWAsytBRi
Nessi,2kE8IGeVPqfCUkVoKyCotA,female,31,DE,['german pop'],44,8724,spotify:artist:2kE8IGeVPqfCUkVoKyCotA
GROUPLOVE,3kVUvbeRdcrqQ3oHk5hPdx,mixed,11,US,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",61,1162589,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx
Digga D,57n1OF36WvtOeATY6WQ6iw,male,0,,"['aussie drill', 'london rap', 'melodic drill', 'uk hip hop']",63,779128,spotify:artist:57n1OF36WvtOeATY6WQ6iw
Lukas Leon,1lDaPfGRA6miVIOjZbY50n,male,0,,"['finnish dance pop', 'finnish hip hop']",31,13192,spotify:artist:1lDaPfGRA6miVIOjZbY50n
Valsbezig,6x15wAz3gdp82IpANduoWp,mixed,0,NL,[],1,8,spotify:artist:6x15wAz3gdp82IpANduoWp
Joseph Vincent,40JlNF1w2OiSOyj1nC4y0I,,0,,['viral pop'],56,369557,spotify:artist:40JlNF1w2OiSOyj1nC4y0I
Koby Funk,1Pev5OreOMyqbNsZTTdU1S,male,0,,['leipzig electronic'],38,1244,spotify:artist:1Pev5OreOMyqbNsZTTdU1S
Andrés Dvicio,2ZWi2iA1WTeyDUTbOBHVwC,,0,,[],42,2913,spotify:artist:2ZWi2iA1WTeyDUTbOBHVwC
AC/DC,711MCceyCBcFnzjGY4Q7Un,mixed,46,AU,"['australian rock', 'hard rock', 'rock']",78,27832428,spotify:artist:711MCceyCBcFnzjGY4Q7Un
Page Four,7HhY2BesKCaNSBRigohHXj,mixed,7,DK,['danish pop'],45,20357,spotify:artist:7HhY2BesKCaNSBRigohHXj
Ludwig Göransson,24eDfi2MSYo3A87hCcgpIL,male,56,DE,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']",65,262163,spotify:artist:24eDfi2MSYo3A87hCcgpIL
Majoe,1a71mkqZC54WhePSbnq7RK,male,31,DE,"['german drill', 'german hip hop']",46,337874,spotify:artist:1a71mkqZC54WhePSbnq7RK
Dynasty,7E8yETzDbHYASNxtFQysf7,male,35,NL,"['post-disco', 'post-disco soul']",25,8759,spotify:artist:7E8yETzDbHYASNxtFQysf7
Eagles,0ECwFtbIWEVNwjlrfc6xoL,mixed,49,US,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",74,10210150,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL
Trois Cafés Gourmands,4wngxtsP87ozrQh05D90dO,mixed,7,,"['chanson', 'french pop']",51,453163,spotify:artist:4wngxtsP87ozrQh05D90dO
Meet Bros.,0qpsFfOT3SmdGmnyV6rOhS,mixed,15,IN,"['desi pop', 'filmi', 'modern bollywood']",63,1704035,spotify:artist:0qpsFfOT3SmdGmnyV6rOhS
Aventura,1qto4hHid1P71emI6Fd8xi,mixed,26,US,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",76,7720587,spotify:artist:1qto4hHid1P71emI6Fd8xi
ICEKIID,3RYYha3CC7js2PHbcBHewt,male,0,DK,"['danish hip hop', 'danish pop']",53,86116,spotify:artist:3RYYha3CC7js2PHbcBHewt
Prinz Pi,3OYM3jjPVR60kOqmamRRgk,male,40,DE,['german alternative rap'],50,383553,spotify:artist:3OYM3jjPVR60kOqmamRRgk
Las Pelotas,1Qv4E1VgZOGnOYd99Kp5Bs,mixed,32,AR,"['argentine reggae', 'argentine rock', 'rock en espanol']",56,679400,spotify:artist:1Qv4E1VgZOGnOYd99Kp5Bs
Vilma Alina,5zmBbgxO5dvb4sbsX6dL19,female,26,,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'iskelma', 'suomi rock']",39,21354,spotify:artist:5zmBbgxO5dvb4sbsX6dL19
Laura Pausini,2e4nwiX8ZCU09LGLOpeqTH,female,46,IT,"['europop', 'italian adult pop', 'latin arena pop', 'mexican pop']",70,2446539,spotify:artist:2e4nwiX8ZCU09LGLOpeqTH
S-X,0JYmighF3zbuA81Di54CZN,male,27,GB,['instrumental grime'],44,139047,spotify:artist:0JYmighF3zbuA81Di54CZN
Mathea,3r5Kc95Oz8lDc8BL9ChO7n,female,22,AT,['german pop'],47,90817,spotify:artist:3r5Kc95Oz8lDc8BL9ChO7n
Ximena Sariñana,7plUpXSFcSJUZSiZAoXqr1,female,34,MX,"['cantautora mexicana', 'latin alternative', 'latin pop', 'mexican pop', 'mexican rock']",62,1496716,spotify:artist:7plUpXSFcSJUZSiZAoXqr1
Gen Hoshino,1S2S00lgLYLGHWA44qGEUs,male,39,JP,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']",59,1808119,spotify:artist:1S2S00lgLYLGHWA44qGEUs
Soner Sarıkabadayı,4T83el9VQDI0zOyU9zcYNq,,41,,['turkish pop'],56,962037,spotify:artist:4T83el9VQDI0zOyU9zcYNq
Sidhu Moose Wala,4PULA4EFzYTrxYvOVlwpiQ,male,30,,"['desi hip hop', 'pakistani hip hop', 'punjabi hip hop', 'punjabi pop']",76,26777908,spotify:artist:4PULA4EFzYTrxYvOVlwpiQ
Guitarricadelafuente,0oBiYchunKTMDesVICwrvL,,0,,"['spanish pop', 'spanish rock']",58,284514,spotify:artist:0oBiYchunKTMDesVICwrvL
Profeetat,5LqDX9Ip9ScCnen8Zbg5c7,mixed,4,FI,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",27,13355,spotify:artist:5LqDX9Ip9ScCnen8Zbg5c7
Emanuele Aloia,3vkFU3DBYyYBSUt323pj76,male,0,,['italian pop'],49,193230,spotify:artist:3vkFU3DBYyYBSUt323pj76
Jack The Smoker,0vZAzVAFQL1gKLBPfnXMaS,male,37,IT,"['italian hip hop', 'italian underground hip hop']",41,95916,spotify:artist:0vZAzVAFQL1gKLBPfnXMaS
Jhama,5mXYWM38dlAs01e3XQEtma,,0,,['r&b brasileiro'],37,10635,spotify:artist:5mXYWM38dlAs01e3XQEtma
Stephen Speaks,0AvtzKTYleNqdJXoZasQWG,mixed,21,US,['opm'],50,166979,spotify:artist:0AvtzKTYleNqdJXoZasQWG
Rowdy Rebel,6LXRvV2OAtXF7685fzh3mj,male,0,,['nyc rap'],52,158138,spotify:artist:6LXRvV2OAtXF7685fzh3mj
ADHD,0UZEK8LmwlztF7lgqEYKte,mixed,12,IS,['icelandic jazz'],15,9392,spotify:artist:0UZEK8LmwlztF7lgqEYKte
Andra Day,1c4rxrxy8eDLvMVL1DTiBe,mixed,13,ID,['r&b'],53,404294,spotify:artist:1c4rxrxy8eDLvMVL1DTiBe
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,mixed,50,GB,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",68,3945220,spotify:artist:7jefIIksOi1EazgRTfW2Pk
Ace Wilder,7F4HcalxCMC4DctguvnoFY,female,38,SE,"['melodipop', 'swedish pop']",23,29016,spotify:artist:7F4HcalxCMC4DctguvnoFY
Al James,2G7VQ1kVhVfNagytlousgm,,0,,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",67,1946354,spotify:artist:2G7VQ1kVhVfNagytlousgm
YOUNGOHM,0AvGycOEDZTaBFLCaiGd9S,,0,,"['thai hip hop', 'thai pop', 'thai trap']",57,1801961,spotify:artist:0AvGycOEDZTaBFLCaiGd9S
Ashley Gosiengfiao,4DWdVW78tmeOIWHqN4D2Yk,female,30,PH,[],37,949,spotify:artist:4DWdVW78tmeOIWHqN4D2Yk
Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP,male,67,US,['new wave pop'],54,43402,spotify:artist:3bmFPbLMiLxtR9tFrTcKcP
HesaÄijä,31l5HEi8RuEjCwU46y49Hf,,0,,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",37,10799,spotify:artist:31l5HEi8RuEjCwU46y49Hf
Yener Çevik,5rBUMBV7L6zPsEKnlgiOm9,male,41,TR,"['turkish hip hop', 'turkish trap']",56,775662,spotify:artist:5rBUMBV7L6zPsEKnlgiOm9
filous,2IjiuEObrCKyZvSb8xLxG9,male,23,,"['deep tropical house', 'tropical house']",49,119370,spotify:artist:2IjiuEObrCKyZvSb8xLxG9
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,female,79,US,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",73,2397522,spotify:artist:5V0MlUE1Bft0mbLlND7FJz
TOQUEL,7AWAljMatr7bxddF4kWzXG,,0,,"['greek hip hop', 'greek trap']",66,506380,spotify:artist:7AWAljMatr7bxddF4kWzXG
Tom Odell,2txHhyCwHjUEpJjWrEyqyX,male,29,GB,['chill pop'],75,3612939,spotify:artist:2txHhyCwHjUEpJjWrEyqyX
blink-182,6FBDaR13swtiWwGhX1WQsP,mixed,28,US,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",77,7984316,spotify:artist:6FBDaR13swtiWwGhX1WQsP
İlyas Yalçıntaş,2ekGsQEkeMtYFA16Jjes2M,male,0,TR,"['persian pop', 'turkish pop']",51,1120125,spotify:artist:2ekGsQEkeMtYFA16Jjes2M
Punchmade Dev,4YIj5zh0m0Qp2zIC01bfny,mixed,14,US,['scam rap'],50,55165,spotify:artist:4YIj5zh0m0Qp2zIC01bfny
Donkeyboy,0UACE2nWl5uUyJRo1kIYQO,mixed,15,NO,['norwegian pop'],39,187919,spotify:artist:0UACE2nWl5uUyJRo1kIYQO
Crookers,3o1cwVQfiDWafhYA02k13C,mixed,17,IT,['fidget house'],60,83103,spotify:artist:3o1cwVQfiDWafhYA02k13C
Fabrizio Moro,3ebOqZZsLCDAkLS6QdI8cc,male,45,IT,['italian adult pop'],48,679387,spotify:artist:3ebOqZZsLCDAkLS6QdI8cc
El Futuro Fuera De Orbita,7thOJx5gcuoJcEcaoHsPAk,mixed,0,,['urbano chileno'],45,237454,spotify:artist:7thOJx5gcuoJcEcaoHsPAk
That Mexican OT,3BAgmPNIK5IJl7zMK1wvMA,mixed,30,GB,['texas latin rap'],68,473491,spotify:artist:3BAgmPNIK5IJl7zMK1wvMA
Maria Mena,3rTRHzFfbTk5GL3LpYZGHR,female,34,NO,"['candy pop', 'norwegian pop', 'norwegian singer-songwriter']",55,216740,spotify:artist:3rTRHzFfbTk5GL3LpYZGHR
MKDMSK,2CtOr8xZuOBC9LQlhMdUkG,male,0,FI,"['finnish dance pop', 'finnish hip hop']",40,28624,spotify:artist:2CtOr8xZuOBC9LQlhMdUkG
Bunbury,4uqzzJg3ww5eH7IgGV7DMT,male,52,ES,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",67,2495375,spotify:artist:4uqzzJg3ww5eH7IgGV7DMT
Ermal Meta,4XWTdNlsP8jqo5BDn5hgmd,male,39,IT,['italian adult pop'],45,612849,spotify:artist:4XWTdNlsP8jqo5BDn5hgmd
Ashin Chen,6H93wOohK6r1MwGh41Z4Nb,male,44,TW,['taiwan pop'],48,15001,spotify:artist:6H93wOohK6r1MwGh41Z4Nb
"Tito ""El Bambino""",5fJsY7afrbsyzJj9wdzJMh,male,38,PR,"['latin hip hop', 'reggaeton', 'urbano latino']",66,3882986,spotify:artist:5fJsY7afrbsyzJj9wdzJMh
LANCO,2lRH2dgU5Kk4Bc5phmII4T,mixed,8,US,"['contemporary country', 'country road', 'modern country rock']",50,380633,spotify:artist:2lRH2dgU5Kk4Bc5phmII4T
Ay Em,1IiTy72Esd2mIfGuvsvdQB,,0,,"['london rap', 'uk hip hop']",43,64988,spotify:artist:1IiTy72Esd2mIfGuvsvdQB
Mallrat,4OSArit7O2Jaj4mgf3YN7A,female,0,,"['aussietronica', 'australian indie', 'brisbane indie']",53,213729,spotify:artist:4OSArit7O2Jaj4mgf3YN7A
B.o.B,5ndkK3dpZLKtBklKjxNQwT,male,36,JM,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",71,2126984,spotify:artist:5ndkK3dpZLKtBklKjxNQwT
sumika,0ySFZq3Wd0SQUyJUzmJAeb,mixed,7,JP,"['anime', 'j-pop', 'j-rock', 'japanese teen pop']",56,923175,spotify:artist:0ySFZq3Wd0SQUyJUzmJAeb
MICAR,3QqlKdJRY4IqUry390xfvJ,male,0,,['german dance'],33,13445,spotify:artist:3QqlKdJRY4IqUry390xfvJ
Elliphant,134GdR5tUtxJrf8cpsfpyY,female,34,SE,"['electropop', 'swedish indie pop']",44,132564,spotify:artist:134GdR5tUtxJrf8cpsfpyY
Sin Bandera,7xeM7V59cA1X8GKyKKQV87,mixed,19,MX,"['latin arena pop', 'latin pop', 'mexican pop']",69,5922489,spotify:artist:7xeM7V59cA1X8GKyKKQV87
Darkoo,4QSTyDpxsKmv3UfavVUImR,female,0,,"['afrobeats', 'afroswing', 'london rap', 'uk hip hop']",55,80197,spotify:artist:4QSTyDpxsKmv3UfavVUImR
Kiyo,6gcteR920pLEynlHzjSRYd,,0,,"['opm', 'pinoy hip hop']",56,868757,spotify:artist:6gcteR920pLEynlHzjSRYd
Neeti Mohan,3ZxZ03fj3tXBZHZWzvaLSM,female,43,IN,"['filmi', 'modern bollywood']",69,3356545,spotify:artist:3ZxZ03fj3tXBZHZWzvaLSM
Terri B!,6eke2ECTHhJgqVsArc8t5z,female,0,DE,[],27,1706,spotify:artist:6eke2ECTHhJgqVsArc8t5z
Luis Alberto Spinetta,1MuQ2m2tg7naeRGAOxYZer,male,62,AR,"['argentine rock', 'post-punk argentina', 'rock nacional']",56,905200,spotify:artist:1MuQ2m2tg7naeRGAOxYZer
Ecca Vandal,0NhKCHTPG7Sz62S3zxV1Cf,female,0,AU,[],40,11934,spotify:artist:0NhKCHTPG7Sz62S3zxV1Cf
TisaKorean,6lEhBhAv6HOopjXssi09cq,male,0,,"['houston rap', 'viral rap']",49,97684,spotify:artist:6lEhBhAv6HOopjXssi09cq
Roozbeh Bemani,1ts8x2D2bgWSEjSPTNKfOC,,0,,['persian pop'],32,25595,spotify:artist:1ts8x2D2bgWSEjSPTNKfOC
Nafe Smallz,3dKjmeRZcSUw617CoMzEA0,male,0,GB,"['afroswing', 'uk hip hop']",57,226409,spotify:artist:3dKjmeRZcSUw617CoMzEA0
Rivers Cuomo,4LAz9VRX8Nat9kvIzgkg2v,male,50,US,['alternative rock'],52,40982,spotify:artist:4LAz9VRX8Nat9kvIzgkg2v
WILLOW,3rWZHrfrsPBxVy692yAIxF,mixed,0,,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",69,2384565,spotify:artist:3rWZHrfrsPBxVy692yAIxF
Vesta Williams,3ELt3k2T7MzGfFo59iDeEg,female,26,,"['contemporary r&b', 'new jack swing', 'quiet storm', 'urban contemporary']",29,92252,spotify:artist:3ELt3k2T7MzGfFo59iDeEg
Negramaro,1X9iZlQXfAAx4Vvmlqeao7,mixed,20,IT,"['italian adult pop', 'italian pop']",57,1120739,spotify:artist:1X9iZlQXfAAx4Vvmlqeao7
Pusho,2qbEtwBVyobgpNP5KcHE9J,male,0,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",56,718457,spotify:artist:2qbEtwBVyobgpNP5KcHE9J
El Completo Rd,6pvz7OwdRHemko3hrQygJb,mixed,13,SK,['dembow dominicano'],39,2917,spotify:artist:6pvz7OwdRHemko3hrQygJb
Carola,3uFum0NCM1PtmCO0MwsOAt,female,56,FI,"['classic swedish pop', 'swedish pop']",58,156545,spotify:artist:3uFum0NCM1PtmCO0MwsOAt
Devin Dawson,2ySHS7UojGu20XfUPaBlyu,male,31,US,"['contemporary country', 'country road', 'modern country rock']",55,210567,spotify:artist:2ySHS7UojGu20XfUPaBlyu
Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,mixed,0,GB,"['future garage', 'house', 'pop dance', 'uk dance']",60,453081,spotify:artist:4VNQWV2y1E97Eqo2D5UTjx
Giorgio Poi,422Vo1v0NaW7ZVU8EwvhKW,male,0,IT,"['italian alternative', 'italian indie pop', 'rome indie']",47,65188,spotify:artist:422Vo1v0NaW7ZVU8EwvhKW
Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6,male,0,IN,"['filmi', 'modern bollywood']",67,2760907,spotify:artist:76fuWYgIf3TVIopTs3vaJ6
Maraisa,7xRbrPoxLDHtoZ8PkUKAOr,female,32,BR,[],24,125,spotify:artist:7xRbrPoxLDHtoZ8PkUKAOr
Dj Kass,431Pb5EV8KsCBGTw96ZTQ4,male,0,,['chilean hardcore'],37,35010,spotify:artist:431Pb5EV8KsCBGTw96ZTQ4
Laleilmanino,3Wf4i7kB01QI2wQlEgxKFm,,0,,['indonesian pop'],54,16175,spotify:artist:3Wf4i7kB01QI2wQlEgxKFm
Rauf & Faik,0a3zDmrvmZcORfPeONPvfL,mixed,0,RU,['russian pop'],59,1387371,spotify:artist:0a3zDmrvmZcORfPeONPvfL
Gene Autry,5ixB75BQR3ADoWQkcHQJTs,male,91,US,"['classic oklahoma country', 'cowboy western', 'traditional country', 'western swing', 'yodeling']",67,66493,spotify:artist:5ixB75BQR3ADoWQkcHQJTs
Enzo Rabelo,7m4l75rnuQbI88PGYVYLkm,female,59,FR,"['batidao romantico', 'sertanejo pop', 'sertanejo universitario']",41,786159,spotify:artist:7m4l75rnuQbI88PGYVYLkm
Kizzy,2NMYOlZHIEsSq7pp5jBjic,female,41,NL,['trap brasileiro'],64,17214,spotify:artist:2NMYOlZHIEsSq7pp5jBjic
MC Menininho,5408dzJspuFtrmsRd9zcHL,male,50,GB,['funk carioca'],33,85673,spotify:artist:5408dzJspuFtrmsRd9zcHL
Dj Victor Falcão,7aLXpjKJJvhuoQkJmkt9be,male,62,BR,[],32,1,spotify:artist:7aLXpjKJJvhuoQkJmkt9be
Herra Hnetusmjör,6MBiPjSFsYijvVDtKDwVs4,male,0,IS,"['icelandic hip hop', 'icelandic pop']",39,22000,spotify:artist:6MBiPjSFsYijvVDtKDwVs4
Leo Ieiri,1XErHyc10VN8bfGKma1Yyc,female,25,JP,['j-pop'],47,582486,spotify:artist:1XErHyc10VN8bfGKma1Yyc
Josman,6dbdXbyAWk2qx8Qttw0knR,,0,,"['cloud rap francais', 'french hip hop', 'pop urbaine', 'rap conscient']",70,953882,spotify:artist:6dbdXbyAWk2qx8Qttw0knR
Join The Club,70ljCILl0aVXitf3K39YvT,mixed,0,,"['opm', 'pinoy rock']",47,362177,spotify:artist:70ljCILl0aVXitf3K39YvT
Alex Aris,7J7YzKnvAyEmHCg7LGWW0G,male,31,SE,[],51,3381,spotify:artist:7J7YzKnvAyEmHCg7LGWW0G
Naz Tokio,2Ohz3BAbalahBYLuM836cd,,0,,[],40,2865,spotify:artist:2Ohz3BAbalahBYLuM836cd
LISTENBEE,6YvP6AXefuZ3bROoEVjCiY,,0,,['deep tropical house'],40,46159,spotify:artist:6YvP6AXefuZ3bROoEVjCiY
Hande Ünsal,6YapGsI8u59kfewJjjJ2LJ,female,0,TR,['turkish pop'],50,473767,spotify:artist:6YapGsI8u59kfewJjjJ2LJ
Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,male,0,,"['brooklyn drill', 'new york drill', 'trap']",67,1201889,spotify:artist:14CHVeJGrR5xgUGQFV5BVM
Onur Can Özcan,2QslFlDyZVpLYwfqyRDkNs,,0,,"['turkce slow sarkilar', 'turkish hip hop', 'turkish pop', 'turkish rock']",59,1330052,spotify:artist:2QslFlDyZVpLYwfqyRDkNs
El de La Guitarra,0LIyZkH7LLbsA9T4YwUnEk,male,0,MX,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sierreno']",57,1738670,spotify:artist:0LIyZkH7LLbsA9T4YwUnEk
Pancho Barraza,5dmU7FrmtbQaSzIvGsE4Jp,male,0,MX,"['banda', 'musica mexicana']",64,3075768,spotify:artist:5dmU7FrmtbQaSzIvGsE4Jp
